timestamp,open,high,low,close,adjusted close,volume,dividend amount
2019-01-25,1096.0,1103.36,1067.57,1101.51,54.6591,5861068,0.0
2019-01-18,1053.34,1118.0,1048.55,1107.3,54.9464,8703749,0.0
2019-01-11,1080.97,1093.35,1056.43,1064.47,52.8211,8366332,0.0
2019-01-04,1057.83,1080.0,1022.37,1078.07,53.496,7648284,0.0
2018-12-28,984.32,1064.23,977.66,1046.68,51.9383,8151975,0.0
2018-12-21,1047.01,1075.71,981.19,991.25,49.1878,15507967,0.0
2018-12-14,1042.94,1091.73,1033.0,1051.71,52.1879,7890547,0.0
2018-12-07,1132.16,1135.0,1039.37,1046.58,51.9334,9663870,0.0
2018-11-30,1044.0,1109.65,1039.77,1109.65,55.063,10066358,0.0
2018-11-23,1063.39,1068.0,1002.21,1030.1,51.1156,7201156,0.0
2018-11-16,1073.13,1078.87,1040.35,1068.27,53.0097,8568330,0.0
2018-11-09,1072.53,1109.93,1034.0,1077.02,53.4439,9298766,0.0
2018-11-02,1096.54,1108.83,1007.2,1071.49,53.1695,14777481,0.0
2018-10-26,1112.51,1121.69,1042.23,1083.75,53.7778,14674089,0.0
2018-10-19,1118.0,1147.0,1086.34,1105.18,54.8412,9577334,0.0
2018-10-12,1160.0,1175.86,1075.89,1120.54,55.6034,12796968,0.0
2018-10-05,1213.0,1224.52,1154.32,1167.83,57.9501,8902796,0.0
2018-09-28,1159.41,1216.86,1151.5,1207.08,59.8977,8692223,0.0
2018-09-21,1177.77,1196.58,1158.46,1172.12,58.1629,10642149,0.0
2018-09-14,1184.2,1190.94,1165.95,1177.98,58.4537,7844644,0.0
2018-09-07,1222.52,1227.87,1163.61,1177.59,58.4344,8748175,0.0
2018-08-31,1244.14,1269.49,1225.75,1231.8,61.1244,8262766,0.0
2018-08-24,1220.66,1237.4,1208.7,1236.75,61.37,5836098,0.0
2018-08-17,1251.2,1265.97,1204.0,1215.85,60.3329,7900859,0.0
2018-08-10,1241.61,1271.96,1230.53,1252.51,62.152,7650541,0.0
2018-08-03,1245.05,1252.89,1216.19,1238.16,61.44,8812112,0.0
2018-07-27,1195.66,1291.44,1192.01,1252.89,62.1709,16380165,0.0
2018-07-20,1203.81,1221.59,1182.0,1197.88,59.4412,9110035,0.0
2018-07-13,1160.0,1210.44,1155.37,1204.42,59.7657,7647826,0.0
2018-07-06,1115.35,1156.2,1106.6,1155.08,57.3174,4504111,0.0
2018-06-29,1155.0,1155.99,1106.07,1129.19,56.0327,9410202,0.0
2018-06-22,1152.69,1201.49,1151.0,1169.29,58.0225,10559580,0.0
2018-06-15,1132.94,1165.99,1131.4,1159.27,57.5253,8252467,0.0
2018-06-08,1138.5,1161.1,1123.23,1132.71,56.2073,8802256,0.0
2018-06-01,1076.0,1138.16,1063.08,1135.0,56.321,10366549,0.0
2018-05-25,1079.0,1093.3,1066.96,1084.08,53.7942,5698651,0.0
2018-05-18,1105.57,1118.15,1064.68,1069.64,53.0777,8096281,0.0
2018-05-11,1053.89,1109.41,1050.27,1103.38,54.7519,8725368,0.0
2018-05-04,1034.42,1051.88,1007.89,1051.0,52.1527,9034426,0.0
2018-04-27,1082.98,1088.0,1012.86,1031.45,51.1826,17367176,0.0
2018-04-20,1045.55,1097.51,1033.92,1077.32,53.4588,9890256,0.0
2018-04-13,1020.04,1052.98,1015.41,1036.04,51.4104,8115960,0.0
2018-04-06,1027.62,1046.71,994.25,1009.95,50.1157,12154175,0.0
2018-03-29,1050.6,1064.54,984.0,1037.14,51.465,13565185,0.0
2018-03-23,1117.76,1119.37,1024.87,1026.55,50.9395,13607845,0.0
2018-03-16,1165.05,1178.16,1131.36,1134.42,56.2922,10570899,0.0
2018-03-09,1078.13,1161.0,1072.27,1160.84,57.6032,7719518,0.0
2018-03-02,1131.86,1144.25,1050.11,1084.14,53.7972,11290005,0.0
2018-02-23,1092.76,1136.2,1090.0,1128.09,55.9781,6291593,0.0
2018-02-16,1056.67,1108.31,1045.49,1095.5,54.3609,10178492,0.0
2018-02-09,1100.61,1114.99,997.0,1046.27,51.918,17522884,0.0
2018-02-02,1188.0,1198.0,1111.17,1119.2,55.5369,13544257,0.0
2018-01-26,1143.82,1187.56,1141.82,1187.56,58.9291,8468699,0.0
2018-01-19,1140.31,1148.88,1123.49,1143.5,56.7427,5888987,0.0
2018-01-12,1111.0,1131.3,1103.98,1130.65,56.1051,6529655,0.0
2018-01-05,1053.02,1113.58,1053.02,1110.29,55.0948,5889084,0.0
2017-12-29,1068.64,1068.86,1052.7,1053.4,52.2718,4080850,0.0
2017-12-22,1076.45,1086.49,1067.64,1068.86,53.039,6271545,0.0
2017-12-15,1051.11,1075.25,1044.12,1072.0,53.1948,8763796,0.0
2017-12-08,1027.8,1056.42,1002.32,1049.38,52.0723,8110516,0.0
2017-12-01,1058.57,1080.0,1016.9,1025.07,50.866,10288880,0.0
2017-11-24,1036.0,1060.07,1032.68,1056.52,52.4266,3472831,0.0
2017-11-17,1040.8,1051.76,1029.33,1035.89,51.4029,5210368,0.0
2017-11-10,1049.1,1062.69,1035.85,1044.15,51.8128,6080264,0.0
2017-11-03,1029.16,1050.66,1022.33,1049.99,52.1026,8445948,0.0
2017-10-27,1005.18,1063.62,977.08,1033.67,51.2928,11375532,0.0
2017-10-20,1009.63,1016.31,997.3,1005.07,49.8736,6573849,0.0
2017-10-13,995.0,1014.76,981.11,1007.87,50.0125,6888360,0.0
2017-10-06,975.65,994.26,961.95,993.64,49.3064,6561286,0.0
2017-09-29,939.45,975.81,924.5101,973.72,48.3179,9033311,0.0
2017-09-22,935.01,952.8,925.4,943.26,46.8064,6930224,0.0
2017-09-15,947.2,952.85,931.25,935.29,46.411,7011627,0.0
2017-09-08,946.86,951.3854,932.68,941.41,46.7146,4930745,0.0
2017-09-01,931.88,958.33,919.31,951.99,47.2396,5990003,0.0
2017-08-25,925.77,946.31,918.6,930.5,46.1733,6548687,0.0
2017-08-18,939.07,949.9,923.45,926.18,45.9589,6456644,0.0
2017-08-11,947.52,952.49,921.22,930.09,46.1529,8451241,0.0
2017-08-04,960.0,961.1925,932.521,945.79,46.932,7715400,0.0
2017-07-28,994.1,1006.19,937.06,958.33,47.5542,16494197,0.0
2017-07-21,976.32,998.68,970.8,993.84,49.3163,7258645,0.0
2017-07-14,941.95,978.7,941.95,976.91,48.4762,7012165,0.0
2017-07-07,933.22,944.66,915.31,940.81,46.6849,7305416,0.0
2017-06-30,990.0,993.99,929.6,929.68,46.1326,12014844,0.0
2017-06-23,969.65,986.62,968.2,986.09,48.9318,6243485,0.0
2017-06-16,958.72,979.7,936.795,958.62,47.5686,12482812,0.0
2017-06-09,997.89,1008.61,953.37,970.12,48.1393,9490663,0.0
2017-06-02,992.5,999.6,981.29,996.12,49.4295,6230734,0.0
2017-05-26,957.0,996.39,956.56,993.27,49.288,7537952,0.0
2017-05-19,955.29,965.8955,940.06,954.65,47.3716,7884601,0.0
2017-05-12,947.45,962.2,947.395,955.14,47.3959,6853333,0.0
2017-05-05,924.15,959.14,920.8,950.28,47.1548,9361706,0.0
2017-04-28,868.44,935.9,866.11,924.52,45.8765,10678028,0.0
2017-04-21,841.38,863.93,841.03,858.95,42.6228,5427375,0.0
2017-04-13,841.54,846.7372,834.6,840.18,41.6914,4229983,0.0
2017-04-07,848.75,860.59,837.3,842.1,41.7867,7817017,0.0
2017-03-31,828.09,852.0,824.3,847.8,42.0695,7302140,0.0
2017-03-24,869.48,873.47,829.1,835.14,41.4413,10840277,0.0
2017-03-17,860.83,874.42,860.13,872.37,43.2887,6533886,0.0
2017-03-10,846.86,864.229,841.17,861.405,42.7446,5800684,0.0
2017-03-03,844.95,858.0,841.4422,849.08,42.133,6469673,0.0
2017-02-24,847.99,853.79,842.5,847.81,42.07,5218821,0.0
2017-02-17,837.7,846.94,835.83,846.55,42.0075,6482532,0.0
2017-02-10,820.92,837.15,814.29,834.85,41.4269,6929071,0.0
2017-02-03,837.06,837.23,812.051,820.13,40.6965,11005434,0.0
2017-01-27,831.61,867.0,828.7,845.03,41.9321,13053648,0.0
2017-01-20,830.0,832.9999,823.2001,828.17,41.0954,4845240,0.0
2017-01-13,826.37,834.65,821.01,830.94,41.2329,6572250,0.0
2017-01-06,800.62,828.96,796.89,825.21,40.9486,6832004,0.0
2016-12-30,808.68,816.0,789.62,792.45,39.3229,4983989,0.0
2016-12-23,809.28,816.49,804.5,807.8,40.0846,5892748,0.0
2016-12-16,804.82,824.3,804.5311,809.84,40.1859,9925051,0.0
2016-12-09,770.0,809.95,766.9686,809.45,40.1665,8968981,0.0
2016-12-02,778.35,799.74,753.36,764.46,37.934,11002387,0.0
2016-11-25,778.1,793.77,772.65,780.23,38.7166,4951539,0.0
2016-11-18,771.76,791.29,743.59,775.97,38.5052,11770466,0.0
2016-11-11,794.95,816.04,765.54,771.75,38.2958,16362399,0.0
2016-11-04,822.43,822.63,771.0043,781.1,38.7597,11095124,0.0
2016-10-28,830.09,839.0,814.61,819.56,40.6682,12461566,0.0
2016-10-21,805.99,829.81,803.83,824.06,40.8915,7855458,0.0
2016-10-14,803.93,819.86,798.62,804.6,39.9259,6606481,0.0
2016-10-07,802.55,808.5,796.23,800.71,39.7328,6225546,0.0
2016-09-30,809.82,813.91,800.45,804.06,39.8991,7320458,0.0
2016-09-23,801.11,819.06,793.56,814.96,40.4399,6719002,0.0
2016-09-16,784.52,803.645,783.5,797.97,39.5969,8683624,0.0
2016-09-09,798.39,810.89,788.05,788.48,39.1259,6200554,0.0
2016-09-02,793.05,798.52,786.33,796.87,39.5423,5665887,0.0
2016-08-26,798.51,801.0,787.23,793.22,39.3612,5506876,0.0
2016-08-19,807.21,811.36,796.3,799.65,39.6802,5039964,0.0
2016-08-12,806.0,813.879,801.69,807.05,40.0474,5927365,0.0
2016-08-05,786.67,807.49,785.04,806.93,40.0415,9370339,0.0
2016-07-29,757.68,803.94,752.7503,791.34,39.2679,12635220,0.0
2016-07-22,737.91,760.64,736.51,759.28,37.677,6580889,0.0
2016-07-15,719.42,741.0,718.865,735.63,36.5034,6479058,0.0
2016-07-08,705.01,717.9,699.0,717.78,35.6177,5423175,0.0
2016-07-01,682.49,712.53,672.66,710.25,35.244,10649657,0.0
2016-06-24,710.31,715.87,684.91,685.2,34.001,12148335,0.0
2016-06-17,729.82,739.0,701.12,704.25,34.9463,10021781,0.0
2016-06-10,738.5,743.93,728.29,733.19,36.3823,6742535,0.0
2016-06-03,748.76,753.48,733.91,735.86,36.5148,6090295,0.0
2016-05-27,719.98,747.91,716.94,747.6,37.0974,7851860,0.0
2016-05-20,724.32,735.85,710.305,721.71,35.8127,7693643,0.0
2016-05-13,726.7,740.8,723.5,724.83,35.9675,7644027,0.0
2016-05-06,711.92,725.99,704.05,725.18,35.9849,8794454,0.0
2016-04-29,735.35,745.59,703.2,707.88,35.1264,14621808,0.0
2016-04-22,780.19,790.95,730.37,737.77,36.6096,16509086,0.0
2016-04-15,765.45,780.93,751.565,780.0,38.7052,7664552,0.0
2016-04-08,769.51,772.44,755.6,759.47,37.6864,6282625,0.0
2016-04-01,756.17,777.31,748.29,769.67,38.1926,8318006,0.0
2016-03-24,753.91,765.39,750.5,754.84,37.4567,5333140,0.0
2016-03-18,744.97,765.34,742.84,755.41,37.4849,9637814,0.0
2016-03-11,725.15,744.9,704.0,744.87,36.9619,11586941,0.0
2016-03-04,721.0,743.121,716.84,730.22,36.235,11526072,0.0
2016-02-26,729.51,736.16,702.02,724.86,35.969,9727950,0.0
2016-02-19,718.65,736.0,710.18,722.11,35.8325,8739714,0.0
2016-02-12,687.68,723.22,682.01,706.89,35.0773,17278292,0.0
2016-02-05,771.26,810.35,700.14,703.76,34.922,29648095,0.0
2016-01-29,743.84,765.105,713.45,761.35,37.7797,12831131,0.0
2016-01-22,720.15,748.56,687.78,745.46,36.9912,11512461,0.0
2016-01-15,731.95,753.0,701.51,710.49,35.2559,14083573,0.0
2016-01-08,762.2,769.2,728.9201,730.91,36.2692,13572075,0.0
2015-12-31,770.0,798.69,767.73,778.01,38.6064,6545076,0.0
2015-12-24,763.05,771.9,754.15,765.84,38.0025,5610186,0.0
2015-12-18,751.26,781.59,736.26,756.85,37.5564,13049089,0.0
2015-12-11,780.06,781.0,748.65,750.42,37.2373,9494983,0.0
2015-12-04,771.87,793.0475,761.12,779.21,38.666,10630546,0.0
2015-11-27,777.47,782.9,758.11,771.97,38.3067,6029373,0.0
2015-11-20,740.21,779.318,734.33,777.0,38.5563,10466325,0.0
2015-11-13,758.52,769.08,739.47,740.07,36.7237,9544630,0.0
2015-11-06,737.88,766.35,731.45,761.6,37.7921,9854520,0.0
2015-10-30,720.02,746.79,720.02,737.39,36.5908,10183035,0.0
2015-10-23,694.0,752.5,670.7,719.33,35.6946,16506654,0.0
2015-10-16,669.19,696.22,667.24,695.32,34.5032,9194733,0.0
2015-10-09,661.6,678.8,654.49,671.24,33.3083,9844668,0.0
2015-10-02,639.05,658.2555,617.84,656.99,32.6012,11582547,0.0
2015-09-25,665.51,669.0,639.655,640.15,31.7655,10489374,0.0
2015-09-18,655.63,681.99,649.501,660.92,32.7962,10602360,0.0
2015-09-11,641.0,657.36,632.9,655.3,32.5173,7140652,0.0
2015-09-04,656.26,664.41,625.06,628.96,31.2102,10154769,0.0
2015-08-28,600.6,673.9799,593.09,659.69,32.7351,19338453,0.0
2015-08-21,688.04,700.2,643.104,644.03,31.9581,12613039,0.0
2015-08-14,667.09,704.0,660.23,689.37,34.2079,13346857,0.0
2015-08-07,657.66,679.91,657.66,664.39,32.9684,8099542,0.0
2015-07-31,651.57,668.05,651.55,657.5,32.6265,10201547,0.0
2015-07-24,688.98,713.33,653.18,654.77,32.491,20999704,0.0
2015-07-17,559.51,703.0,558.7,699.62,34.7165,26394744,0.0
2015-07-10,542.25,559.29,539.85,556.11,27.5953,8003585,0.0
2015-07-02,546.75,550.9,539.54,547.34,27.1601,6557466,0.0
2015-06-26,559.41,565.61,551.85,553.06,27.4439,8272556,0.0
2015-06-19,542.73,557.91,539.21,557.52,27.6653,9229971,0.0
2015-06-12,549.61,554.83,538.8506,547.47,27.1666,6950410,0.0
2015-06-05,548.73,558.79,543.58,549.53,27.2688,7151965,0.0
2015-05-29,552.58,555.76,542.97,545.32,27.0599,6965546,0.0
2015-05-22,543.82,558.24,542.25,554.52,27.5164,8155292,0.0
2015-05-15,548.49,553.3699,535.0,546.49,27.1179,7327776,0.0
2015-05-08,550.99,556.69,532.235,548.95,27.24,8144581,0.0
2015-05-01,572.77,575.52,543.85,551.16,27.3497,10134546,0.0
2015-04-24,533.75,584.7,533.35,573.66,28.4662,13490329,0.0
2015-04-17,547.05,553.27,529.0,532.74,26.4356,10222479,0.0
2015-04-10,538.84,551.5,535.7,548.54,27.2196,7394644,0.0
2015-04-02,560.25,562.45,540.44,541.31,26.8609,7319081,0.0
2015-03-27,566.0,581.88,556.93,557.55,27.6667,12342751,0.0
2015-03-20,556.93,567.1,551.32,564.95,28.0339,8502542,0.0
2015-03-13,570.92,575.45,550.33,553.0,27.441,8755837,0.0
2015-03-06,567.0,583.2,563.15,572.9,28.4284,10620242,0.0
2015-02-27,539.0,569.42,531.0,562.63,27.9188,11226505,0.0
2015-02-20,551.16,553.0,538.1,541.8,26.8852,6970233,0.0
2015-02-13,531.06,552.54,527.55,551.16,27.3497,10601126,0.0
2015-02-06,534.32,540.215,521.72,533.875,26.4919,11622462,0.0
2015-01-30,541.5,543.1,503.48,537.55,26.6743,15301382,0.0
2015-01-23,512.77,545.41,509.37,541.95,26.8926,9763092,0.0
2015-01-16,499.24,510.85,490.91,510.455,25.3298,13586732,0.0
2015-01-09,527.15,527.9899,495.02,500.72,24.8467,12864434,0.0
2015-01-02,540.5,543.93,527.88,529.55,26.2773,5831578,0.0
2014-12-26,520.61,543.25,520.59,541.52,26.8713,8047995,0.0
2014-12-19,523.76,525.37,497.19,520.04,25.8054,19360087,0.0
2014-12-12,529.22,539.36,521.46,521.51,25.8784,12161668,0.0
2014-12-05,545.09,548.79,527.26,528.08,26.2044,10396156,0.0
2014-11-28,546.57,552.5,544.15,549.08,27.2464,6247717,0.0
2014-11-21,555.19,555.19,539.19,545.89,27.0881,9276819,0.0
2014-11-14,552.4,562.5,551.62,555.19,27.5496,6434823,0.0
2014-11-07,563.53,567.15,549.35,551.82,27.3824,7815963,0.0
2014-10-31,547.76,568.73,547.2,567.87,28.1788,9345438,0.0
2014-10-24,520.45,557.4,519.14,548.9,27.2375,12513965,0.0
2014-10-17,555.13,560.875,518.41,522.97,25.9508,19006549,0.0
2014-10-10,589.95,592.4,555.01,555.19,27.5496,10435844,0.0
2014-10-03,581.83,591.0,574.05,586.25,29.0909,6917884,0.0
2014-09-26,602.5,603.8,584.74,587.9,29.1728,7891133,0.0
2014-09-19,582.24,605.4,577.01,605.4,30.0412,10530600,0.0
2014-09-12,599.14,603.52,583.28,584.9,29.0239,7683400,0.0
2014-09-05,582.95,598.5,582.4,597.78,29.663,6591900,0.0
2014-08-29,594.77,595.58,577.88,582.36,28.8979,6743800,0.0
2014-08-22,587.1,597.81,586.55,592.54,29.403,5485700,0.0
2014-08-15,579.0,589.47,569.91,583.71,28.9649,7461500,0.0
2014-08-08,576.51,583.82,567.45,577.94,28.6785,7142300,0.0
2014-08-01,597.75,601.098,570.3,573.6,28.4632,8462600,0.0
2014-07-25,601.35,608.91,594.45,598.08,29.6779,7940500,0.0
2014-07-18,590.6,606.7,576.85,605.11,30.0268,12873100,0.0
2014-07-11,593.51,595.645,572.1001,586.65,29.1107,7782500,0.0
2014-07-03,586.76,594.25,583.29,593.08,29.4298,5216800,0.0
2014-06-27,564.35,589.6,563.5,585.69,29.0631,10705400,0.0
2014-06-20,557.25,566.77,547.47,566.52,28.1119,11264700,0.0
2014-06-13,566.75,572.0,553.72,560.35,27.8057,7042300,0.0
2014-06-06,569.75,570.41,548.56,566.03,28.0875,8954500,0.0
2014-05-30,567.78,577.66,564.15,571.65,28.3664,7050200,0.0
2014-05-23,528.88,565.0,525.66,563.8,27.9769,10788700,0.0
2014-05-16,531.84,543.99,523.57,528.3,26.2153,8981900,0.0
2014-05-09,530.24,535.72,511.09,526.62,26.1319,10850900,0.0
2014-05-02,525.8,542.4,511.0,533.87,26.4917,12111600,0.0
2014-04-25,544.0,547.995,522.5,523.1,25.9573,11149300,0.0
2014-04-17,543.66,564.0,530.64,543.34,26.9616,16735900,0.0
2014-04-11,544.79,568.21,530.53,537.76,26.6847,16944900,0.0
2014-04-04,1130.4,1144.8,544.494,545.25,27.0564,19611700,567.9717
2014-03-28,1184.19,1184.9,1102.1,1120.15,27.8781,28188300,0.0
2014-03-21,1179.25,1211.99,1178.11,1183.04,29.4433,20945100,0.0
2014-03-14,1215.69,1217.64,1172.53,1172.8,29.1884,19043500,0.0
2014-03-07,1206.75,1226.99,1192.14,1214.79,30.2335,15166500,0.0
2014-02-28,1205.36,1228.88,1205.1,1215.65,30.2549,17320000,0.0
2014-02-21,1201.41,1212.87,1197.5,1203.79,29.9597,15535300,0.0
2014-02-14,1171.8,1204.39,1169.02,1202.8,29.9351,19467500,0.0
2014-02-07,1179.2,1181.72,1128.02,1177.44,29.3039,28687700,0.0
2014-01-31,1126.1,1186.54,1082.27,1180.97,29.3918,39163300,0.0
2014-01-24,1160.93,1167.89,1123.0,1123.83,27.9697,18766900,0.0
2014-01-17,1126.47,1160.63,1117.17,1150.53,28.6342,22451000,0.0
2014-01-10,1113.01,1147.32,1106.44,1130.18,28.1277,21563000,0.0
2014-01-03,1120.34,1121.0,1104.93,1105.0,27.501,12151800,0.0
2013-12-27,1107.84,1120.28,1105.12,1118.4,27.8345,10715700,0.0
2013-12-20,1064.0,1101.17,1059.04,1100.62,27.392,20529700,0.0
2013-12-13,1070.99,1092.31,1057.88,1060.79,26.4008,17596500,0.0
2013-12-06,1063.51,1070.0,1049.02,1069.87,26.6267,13593000,0.0
2013-11-29,1037.16,1068.0,1035.02,1059.59,26.3709,12418800,0.0
2013-11-22,1035.75,1048.74,1020.36,1031.89,25.6815,12389300,0.0
2013-11-15,1009.51,1039.75,1005.0,1033.56,25.7231,12693200,0.0
2013-11-08,1031.5,1032.37,1007.64,1016.03,25.2868,12394400,0.0
2013-11-01,1015.2,1041.52,1012.98,1027.04,25.5608,14007900,0.0
2013-10-25,1011.46,1040.57,995.791,1015.2,25.2661,25219900,0.0
2013-10-18,866.66,1015.46,865.39,1011.41,25.1718,41290600,0.0
2013-10-11,867.45,873.99,842.98,871.99,21.7019,19086200,0.0
2013-10-04,869.08,894.1,868.31,872.35,21.7109,16738000,0.0
2013-09-27,896.15,901.59,871.31,876.39,21.8114,14848700,0.0
2013-09-20,896.2,905.99,881.0,903.11,22.4764,20926500,0.0
2013-09-13,883.73,897.9,882.42,889.068,22.127,13094100,0.0
2013-09-06,854.36,883.78,853.95,879.58,21.8908,13869400,0.0
2013-08-30,870.0,874.9,845.56,846.9,21.0775,14898000,0.0
2013-08-23,857.71,878.0,857.45,870.21,21.6576,13482600,0.0
2013-08-16,886.9,888.5,856.54,856.908,21.3266,16829500,0.0
2013-08-09,905.39,909.709,885.295,890.41,22.1604,13999100,0.0
2013-08-02,884.9,907.0,880.87,906.57,22.5626,19327000,0.0
2013-07-26,902.0,913.0,882.0,885.35,22.0344,23588500,0.0
2013-07-19,924.3,928.0,875.61,896.598,22.3144,32853600,0.0
2013-07-12,899.21,923.0,897.084,923.0,22.9715,21597500,0.0
2013-07-05,886.45,895.41,877.27,893.49,22.237,12717500,0.0
2013-06-28,871.88,884.69,863.25,880.37,21.9105,23331000,0.0
2013-06-21,879.23,910.84,873.07,880.93,21.9244,29137400,0.0
2013-06-14,882.1,891.0,865.5,875.04,21.7778,21208700,0.0
2013-06-07,873.0,880.0,847.22,879.73,21.8946,23385900,0.0
2013-05-31,883.5,892.14,864.29,871.218,21.6827,16705000,0.0
2013-05-24,905.0,920.6,871.01,873.32,21.735,22753400,0.0
2013-05-17,878.89,919.9799,873.381,909.18,22.6275,26004400,0.0
2013-05-10,848.26,880.54,848.26,880.23,21.907,21312200,0.0
2013-05-03,803.25,846.8,803.0,845.72,21.0481,21165200,0.0
2013-04-26,800.6,818.0,775.0,801.42,19.9456,22946300,0.0
2013-04-19,785.95,803.44,761.2601,799.87,19.907,30684600,0.0
2013-04-12,778.75,793.1,768.4,790.05,19.6626,21245300,0.0
2013-04-05,795.01,814.83,776.4,783.05,19.4884,22914500,0.0
2013-03-28,812.41,819.23,793.3,794.188,19.7656,14694900,0.0
2013-03-22,805.0,819.25,801.47,810.31,20.1669,16715300,0.0
2013-03-15,831.69,839.7,813.34,814.302,20.2662,19970200,0.0
2013-03-08,805.3,844.0,805.0,831.52,20.6947,29285000,0.0
2013-03-01,802.3,808.41,784.4,806.19,20.0643,21925100,0.0
2013-02-22,795.99,808.97,791.22,799.71,19.903,22489800,0.0
2013-02-15,778.4,793.26,773.75,792.89,19.7333,19360600,0.0
2013-02-08,767.69,786.67,758.27,785.37,19.5461,25673300,0.0
2013-02-01,751.76,776.6,746.54,775.6,19.303,20953900,0.0
2013-01-25,704.66,758.48,695.52,753.67,18.7572,30589400,0.0
2013-01-18,737.0,742.2,701.33,704.51,17.5337,28477800,0.0
2013-01-11,735.45,745.0,724.43,739.99,18.4167,16937600,0.0
2013-01-04,700.0,741.47,696.0,737.97,18.3665,19221400,0.0
2012-12-28,714.51,715.18,698.61,700.01,17.4217,10135100,0.0
2012-12-21,705.5,738.28,704.02,715.63,17.8105,26257200,0.0
2012-12-14,685.39,716.475,683.79,701.9632,17.4703,24086300,0.0
2012-12-07,702.24,705.89,682.3301,684.21,17.0285,18837300,0.0
2012-11-30,666.44,699.22,658.0,698.37,17.3809,27363100,0.0
2012-11-23,655.7,678.0,655.53,667.97,16.6243,14968000,0.0
2012-11-16,663.75,669.8,636.0,647.18,16.1069,19891100,0.0
2012-11-09,684.5,686.86,650.3,663.03,16.5014,22301700,0.0
2012-11-02,679.86,695.55,675.0,687.918,17.1208,11811000,0.0
2012-10-26,681.45,687.33,669.7,675.15,16.803,27613200,0.0
2012-10-19,741.94,759.425,672.0,681.79,16.9683,62526800,0.0
2012-10-12,761.0,763.58,738.29,744.75,18.5352,23555700,0.0
2012-10-05,759.05,774.38,750.27,767.65,19.1051,26686200,0.0
2012-09-28,731.0,764.89,730.25,754.5,18.7779,43975300,0.0
2012-09-21,708.11,734.92,705.0,733.99,18.2674,31847600,0.0
2012-09-14,709.76,713.0,680.88,709.68,17.6624,24682200,0.0
2012-09-07,684.55,712.25,673.5,706.15,17.5745,19728700,0.0
2012-08-31,662.99,688.99,659.24,685.09,17.0504,22810100,0.0
2012-08-24,675.5,680.6,662.168,678.63,16.8896,18182100,0.0
2012-08-17,647.42,677.25,646.68,677.14,16.8525,26444600,0.0
2012-08-10,639.61,649.38,636.13,642.0,15.978,15167200,0.0
2012-08-03,636.05,643.72,623.41,641.33,15.9613,19523700,0.0
2012-07-27,600.48,635.0,598.25,634.96,15.8028,25232500,0.0
2012-07-20,576.37,612.94,568.4,610.82,15.202,31626700,0.0
2012-07-13,584.95,592.43,562.09,576.52,14.3483,22823500,0.0
2012-07-06,581.82,600.06,576.5,585.98,14.5838,14690500,0.0
2012-06-29,567.33,580.13,557.21,580.07,14.4367,18110600,0.0
2012-06-22,562.62,584.28,559.25,571.48,14.2229,22295500,0.0
2012-06-15,584.21,585.3175,556.5201,564.51,14.0494,26344500,0.0
2012-06-08,570.22,587.89,566.47,580.45,14.4461,20054300,0.0
2012-06-01,595.81,599.13,568.35,570.98,14.2104,21055800,0.0
2012-05-25,600.51,615.694,588.28,591.53,14.7219,29527400,0.0
2012-05-18,600.78,637.85,596.7,600.4,14.9426,36141300,0.0
2012-05-11,595.0,616.9,595.0,605.23,15.0629,21250400,0.0
2012-05-04,612.99,616.082,596.81,596.97,14.8573,20172400,0.0
2012-04-27,592.9,618.0,590.2,614.98,15.3055,19334300,0.0
2012-04-20,623.0,623.81,595.83,596.06,14.8346,35441300,0.0
2012-04-13,628.48,653.14,623.54,624.6,15.5449,41517400,0.0
2012-04-05,640.77,647.95,628.57,632.32,15.7371,16534100,0.0
2012-03-30,645.0,658.589,639.54,641.24,15.9591,21179100,0.0
2012-03-23,623.12,648.8,621.241,642.59,15.9927,21045300,0.0
2012-03-16,600.0,625.908,599.26,625.04,15.5559,24649700,0.0
2012-03-09,620.43,622.49,593.84,600.25,14.9389,20076300,0.0
2012-03-02,606.59,625.7,605.06,621.25,15.4616,23195400,0.0
2012-02-24,603.87,617.88,600.35,609.9,15.1791,16859700,0.0
2012-02-17,610.5,613.8385,597.73,604.64,15.0482,22029500,0.0
2012-02-10,595.01,614.5,594.01,605.91,15.0798,24371400,0.0
2012-02-03,578.05,597.07,573.4,596.33,14.8414,24728600,0.0
2012-01-27,586.0,588.66,564.55,579.98,14.4344,36563300,0.0
2012-01-20,631.98,640.99,581.7,585.99,14.584,43061800,0.0
2012-01-13,646.5,647.0,616.91,624.99,15.5546,33567600,0.0
2012-01-06,652.94,670.25,649.79,650.02,16.1776,25007400,0.0
2011-12-30,632.05,646.76,632.0,645.9,16.075,14168200,0.0
2011-12-23,628.01,634.68,618.96,633.14,15.7575,20590400,0.0
2011-12-16,621.88,636.5599,612.49,625.96,15.5788,33933100,0.0
2011-12-09,627.64,631.9,615.3,627.42,15.6151,25895000,0.0
2011-12-02,579.37,624.0,576.5,620.36,15.4394,31496300,0.0
2011-11-25,587.76,588.5,561.33,563.0,14.0118,18570700,0.0
2011-11-18,608.0,618.3,593.75,594.88,14.8053,30477700,0.0
2011-11-11,593.32,614.37,591.56,608.35,15.1405,33852200,0.0
2011-11-04,595.09,599.74,576.75,596.14,14.8366,26589900,0.0
